query,context,label,source,query_length
Evaluate the effectiveness of international policies in reducing carbon emissions.,"Complex, analytical or critical reasoning required.",A,synthetic,82
ronald reagan played role 1940 knute rockne,"George Gipp was the school's legendary football player during 1916–20. He played semiprofessional baseball and smoked, drank, and gambled when not playing sports. He was also humble, generous to the needy, and a man of integrity. It was in 1928 that famed coach Knute Rockne used his final conversation with the dying Gipp to inspire the Notre Dame team to beat the Army team and ""win one for the Gipper."" The 1940 film, Knute Rockne, All American, starred Pat O'Brien as Knute Rockne and Ronald Reag",S,SQuAD,63
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
former 10th congressional district minnesota currently represented u house representative,"[""Pennsylvania's 10th congressional district"", ""Minnesota's 10th congressional district"", ""Montana's at-large congressional district""]",A,HotpotQA,124
What are the main causes of World War I?,Moderate explanation or descriptive answer required.,M,synthetic,40
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
What is 5*6?,Basic knowledge or simple fact question.,S,synthetic,12
"gülhane park zografeion lyceum, located country","['Column of the Goths', 'Lyceum Theatre (Park Avenue South)', 'Procession Kiosk']",A,HotpotQA,65
Analyze the economic impacts of climate change on developing countries.,"Complex, analytical or critical reasoning required.",A,synthetic,71
single released,"On February 6, 2016, one day before her performance at the Super Bowl, Beyoncé released a new single exclusively on music streaming service Tidal called ""Formation"".",S,SQuAD,28
"film director kenji mizoguchi andrzej żuławski, one often went mainstream commercialism film","['Osaka Elegy', 'The Lady of Musashino', 'Kenji Mizoguchi']",A,HotpotQA,127
company beyoncé contract sell clothing england,"In October 2014, Beyoncé signed a deal to launch an activewear line of clothing with British fashion retailer Topshop. The 50-50 venture is called Parkwood Topshop Athletic Ltd and is scheduled to launch its first dance, fitness and sports ranges in autumn 2015. The line will launch in April 2016.",S,SQuAD,67
What color is the sky?,Basic knowledge or simple fact question.,S,synthetic,22
el nuevo cojo golf magazine special interest publication one owned time inc,"[""Australian Law Librarians' Association"", 'Historias de un arrabal parisino', 'Golf Magazine']",A,HotpotQA,106
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
What is water made of?,Basic knowledge or simple fact question.,S,synthetic,22
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
"summarize article cnn -- erik prince, chairman ceo blackwater usa, appeared tuesday house committee oversight government reform. erik prince, ceo chairman blackwater usa, sworn tuesday congressional hearing. committee convened amid fbi investigation septe","Erik Prince, CEO of Blackwater USA, testifies before House panel .
Hearings held amid an FBI probe into a shootout involving Blackwater personnel .
Prince: ""I believe we acted appropriately at all times""",M,CNN,324
What is 5*6?,Basic knowledge or simple fact question.,S,synthetic,12
"summarize article cnn -- search way pregnant 20-year-old marine missing camp lejeune, north carolina, since december 14. lance cpl. maria lauterbach eight month pregnant went missing december 14. lance cpl. maria lauterbach could give birth time, onslow cou","Lance corporal due to give birth at any time, sheriff says .
Marine's car found Monday at bus station .
Mother reported Marine missing on December 19 .
Sheriff: Marine was to testify about incident at base, according to mother .",M,CNN,324
year jerome green send first wireless message,"In 1882, Albert Zahm (John Zahm's brother) built an early wind tunnel used to compare lift to drag of aeronautical models. Around 1899, Professor Jerome Green became the first American to send a wireless message. In 1931, Father Julius Nieuwland performed early work on basic reactions that was used to create neoprene. Study of nuclear physics at the university began with the building of a nuclear accelerator in 1936, and continues now partly through a partnership in the Joint Institute for Nucle",S,SQuAD,62
summarize article cnn -- disgraced former nfl star michael vick declared not bad person beast made letter judge asking leniency. michael vick wrote forever changed man. talked ridiculed day day basis people rea,"Michael Vick wrote five-page letter to judge seeking leniency .
Former NFL star said he was wrong and promised to make amends .
Vick's mom, Atlanta mayor and sports legends also sent letters to judge .
Vick sentenced Monday to 23 months in prison in dogfighting case .",M,CNN,324
actress starred james franco palo alto played kristina jung blow,"['Palo Alto Weekly', 'Palo Alto (2013 film)', 'Palo Alto (short story collection)']",A,HotpotQA,87
husband first olympic gymnast awarded perfect score 10.0,"['Tim Daggett', 'Gymkata', 'Irma Haubold']",A,HotpotQA,87
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
Explain how seasons change with Earth's tilt.,Moderate explanation or descriptive answer required.,M,synthetic,45
parent company tidal became ownership 2015,"On March 30, 2015, it was announced that Beyoncé is a co-owner, with various other music artists, in the music streaming service Tidal. The service specialises in lossless audio and high definition music videos. Beyoncé's husband Jay Z acquired the parent company of Tidal, Aspiro, in the first quarter of 2015. Including Beyoncé and Jay-Z, sixteen artist stakeholders (such as Kanye West, Rihanna, Madonna, Chris Martin, Nicki Minaj and more) co-own Tidal, with the majority owning a 3% equity stake",S,SQuAD,71
"summarize article paris, france -- france lock sebastien chabal cited dangerous tackle england simon shaw saturday world cup semifinal paris. simon shaw offloads despite tackled raphael ibanez, left, sebastien chabal. sale shark forward face disciplinary hearin","France lock Sebastien Chabal cited for a dangerous tackle on Simon Shaw .
Chabal faces disciplinary hearing on Monday after incident against England .
Sale forward will miss the third and fourth-place play-off is he is suspended .",M,CNN,324
How many days in a week?,Basic knowledge or simple fact question.,S,synthetic,24
What is the capital of Egypt?,Basic knowledge or simple fact question.,S,synthetic,29
"summarize article washington cnn -- day new jersey banned executions, newly released figure show capital punishment dropped year 13-year low. supreme court hold oral argument january 7 constitutionality lethal injection protocols. forty-two people put deat","Death Penalty Information Center: 42 people have been put to death this year .
That's down 57 percent from 1999 level, when 98 inmates were executed .
Figure partly due to states questioning the constitutionality of lethal injection .
Texas leads the nation in executions this year, according to DPIC .",M,CNN,324
actress play amber sitcom old guy received bafta tv award 2014 role tv show,"['Nigel Hawthorne', 'Spencer Millman', 'June Brown']",A,HotpotQA,121
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
"summarize article cnn -- radovan karadzic arrest decade-long hunt equivalent catching europe osama bin laden, u.s. diplomat brokered peace bosnia says. radovan karadzic, seen 1995, arrested decade-long hunt. richard holbrooke, negotiated 1995 dayton","""Karadzic's arrest is the equivalent of catching Europe's Osama bin Laden""
Former U.S. peace broker in Bosnia says arrest is an ""historic day""
""Major breakthrough for the Balkans,"" Former international administrator says .",M,CNN,324
What is the largest planet?,Basic knowledge or simple fact question.,S,synthetic,27
What are the main causes of World War I?,Moderate explanation or descriptive answer required.,M,synthetic,40
What are the main causes of World War I?,Moderate explanation or descriptive answer required.,M,synthetic,40
"summarize article moscow, russia -- zenit saint petersburg clinched first russian title post-soviet union era hard-fought 1-0 victory ramenskoye sunday. zenit captain anatoly timoshuk kiss russian premier league trophy victory ramenskoye. win mean zenit finish","Zenit Saint Petersburg clinch the Russian Premier League title on Sunday .
They secure the title ahead of Spartak Moscow after a 1-0 win at Ramenskoye .
The title success is Zenit's first since 1984 and the first in the post-Soviet era .",M,CNN,324
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
city state beyonce grow,"Beyoncé Giselle Knowles-Carter (/biːˈjɒnseɪ/ bee-YON-say) (born September 4, 1981) is an American singer, songwriter, record producer and actress. Born and raised in Houston, Texas, she performed in various singing and dancing competitions as a child, and rose to fame in the late 1990s as lead singer of R&B girl-group Destiny's Child. Managed by her father, Mathew Knowles, the group became one of the world's best-selling girl groups of all time. Their hiatus saw the release of Beyoncé's debut al",S,SQuAD,45
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
"protested part construction eddy street commons, came due tot hiring","The first phase of Eddy Street Commons, a $215 million development located adjacent to the University of Notre Dame campus and funded by the university, broke ground on June 3, 2008. The Eddy Street Commons drew union protests when workers hired by the City of South Bend to construct the public parking garage picketed the private work site after a contractor hired non-union workers. The developer, Kite Realty out of Indianapolis, has made agreements with major national chains rather than local b",S,SQuAD,111
pop singer lead role tere bin laden received many lux style award,"['Hasnain Lehri', 'Tere Bin Laden', 'Amna Babar']",A,HotpotQA,87
What are the main causes of World War I?,Moderate explanation or descriptive answer required.,M,synthetic,40
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
study germ-free-life begin notre dame,"The Lobund Institute grew out of pioneering research in germ-free-life which began in 1928. This area of research originated in a question posed by Pasteur as to whether animal life was possible without bacteria. Though others had taken up this idea, their research was short lived and inconclusive. Lobund was the first research organization to answer definitively, that such life is possible and that it can be prolonged through generations. But the objective was not merely to answer Pasteur's que",S,SQuAD,55
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
"summarize article cnn -- dutch tourist say recently spotted missing 4-year-old madeleine mccann french restaurant near montpellier, mccann family spokesman clarence mitchell said wednesday. handout photo, released september 16, 2007, missing child madeleine mccann. tourist said recognized","Madeleine McCann possibly seen at roadside restaurant near Montpellier .
AP: Police say girl on surveillance tape is not Madeleine .
Man takes girl from restaurant after Madeleine's name called, spokesman says .
McCann has been missing since May 3; her parents named official suspects .",M,CNN,324
current world record holder high jump uncle lorenzo sotomayor collazo,"['Lorenzo Sotomayor', 'Javier Sotomayor', 'Herbert Nitsch']",A,HotpotQA,92
company purchased aixam based,"['WizKids', 'Aixam', 'Arola (microcar)']",A,HotpotQA,51
Analyze the economic impacts of climate change on developing countries.,"Complex, analytical or critical reasoning required.",A,synthetic,71
Analyze the economic impacts of climate change on developing countries.,"Complex, analytical or critical reasoning required.",A,synthetic,71
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
Explain how seasons change with Earth's tilt.,Moderate explanation or descriptive answer required.,M,synthetic,45
"summarize article seoul, south korea cnn -- ten thousand south korean demonstrating saturday street capital protest government decision import say unsafe u.s. beef. south korean protester protest government policy u.s. beef import saturday.","Tens of thousands of South Koreans protest imports of U.S. beef .
Beef imports largely banned since 2003 when mad cow disease found in U.S.
Protests essentially paralyzed the government of President Lee Myung-bak .",M,CNN,324
expert mentor celebrity perform splash! 2009 fina world championionship individual event age,"['Tom Daley', 'Splash! (UK TV series)', 'Zoe Arancini']",A,HotpotQA,140
year montgomery based school mabel murphy smythe-haith father taught founded,"['Mihai Gavrilă', 'Mabel Murphy Smythe-Haith', 'Highland Academy Charter School']",A,HotpotQA,100
"summarize article cnn -- last six texas university mariner went missing gulf mexico found dead sunday afternoon, coast guard said. five crewmates rescued earlier day. member texas offshore sailing team shown photo team web","Deceased mariner identified by the university as Roger Stone .
Coast Guard rescues five sailors reported missing .
Texas A&M sailboat was taking part in regatta from Galveston to Veracruz, Mexico .
Boat's six-person crew missed 8 a.m. radio check Saturday .",M,CNN,324
Who wrote Hamlet?,Basic knowledge or simple fact question.,S,synthetic,17
What color is the sky?,Basic knowledge or simple fact question.,S,synthetic,22
starred daniel ruettiger film rudy,"In the film Knute Rockne, All American, Knute Rockne (played by Pat O'Brien) delivers the famous ""Win one for the Gipper"" speech, at which point the background music swells with the ""Notre Dame Victory March"". George Gipp was played by Ronald Reagan, whose nickname ""The Gipper"" was derived from this role. This scene was parodied in the movie Airplane! with the same background music, only this time honoring George Zipp, one of Ted Striker's former comrades. The song also was prominent in the movi",S,SQuAD,49
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
What is the largest planet?,Basic knowledge or simple fact question.,S,synthetic,27
brazilian professional footballer endorsed mercurial vapor boot,"['Rhodolfo', 'Jô', 'Fabinho (footballer, born 1993)']",A,HotpotQA,73
"summarize article cnn -- filmmaker michael moore, whose new documentary sicko take america health care system, faced tuesday cnn chief medical correspondent practicing neurosurgeon dr. sanjay gupta. michael moore cnn sanjay gupta argued tuesday gupta report moore film sicko","Moore criticized a report Gupta did on CNN Monday on ""Sicko""
Gupta's report questions some of the movie's numbers and solutions .
Gupta: ""I thought it was a good movie, and I wanted to say that""",M,CNN,324
song beyoncé sing 2006 concert honor josephine baker,"The feminism and female empowerment themes on Beyoncé's second solo album B'Day were inspired by her role in Dreamgirls and by singer Josephine Baker. Beyoncé paid homage to Baker by performing ""Déjà Vu"" at the 2006 Fashion Rocks concert wearing Baker's trademark mini-hula skirt embellished with fake bananas. Beyoncé's third solo album I Am... Sasha Fierce was inspired by Jay Z and especially by Etta James, whose ""boldness"" inspired Beyoncé to explore other musical genres and styles. Her fourth ",S,SQuAD,70
"summarize article los angeles, california cnn -- sens. hillary clinton barack obama duel super tuesday vote thursday night democratic presidential hopeful face first time together minus former sen. john edwards. thursday debate taking place kodak theatre los angeles,","Debate will be last time top Democrats face off before Super Tuesday contests .
Sens. Hillary Clinton and Barack Obama to go one-on-one for first time together .
Ex-Sen. John Edwards suspended presidential campaign Wednesday .
Debate will start at 8 ET on Thursday night on CNN and CNN.com .",M,CNN,324
"actress play iris carr lady vanishes, riley blue sense8","['The Lady Vanishes', 'Tuppence Middleton', 'The Wheel Spins']",A,HotpotQA,82
Explain how seasons change with Earth's tilt.,Moderate explanation or descriptive answer required.,M,synthetic,45
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
summarize article united nation cnn -- united nation calling nato stop afghan opium trade new survey showed drug dominates afghanistan economy. afghan villager tend opium poppy taliban-controlled helmand province april 2007. report u.n. offi,"Study finds opium makes up half of Afghanistan's gross domestic product .
Agency pushes NATO forces to attack skyrocketing problem aggressively .
Drugs funds insurgency; poppy trade unchecked in Taliban strongholds .
U.N. drug chief advocates providing income alternative for poppy farmers .",M,CNN,324
beyonce confirmed performing one song,"In August, the couple attended the 2011 MTV Video Music Awards, at which Beyoncé performed ""Love on Top"" and started the performance saying ""Tonight I want you to stand up on your feet, I want you to feel the love that's growing inside of me"". At the end of the performance, she dropped her microphone, unbuttoned her blazer and rubbed her stomach, confirming her pregnancy she had alluded to earlier in the evening. Her appearance helped that year's MTV Video Music Awards become the most-watched br",S,SQuAD,57
"summarize article cnn -- texas authority investigating safety child ranch occupied 400 follower polygamist sect leader warren jeffs, official said friday. aerial view taken last year show living quarter polygamist leader warren jeffs texas ranch. authority","NEW: State Child Protective Services agents interviewing children .
NEW: No one permitted to enter or leave 1,900-acre Texas compound .
Ranch home to hundreds of followers of polygamist leader Warren Jeffs .
Jeffs in Arizona jail awaiting trial; sentenced to 10 years in prison last year .",M,CNN,324
Discuss how artificial intelligence may reshape global employment in the next decade.,"Complex, analytical or critical reasoning required.",A,synthetic,85
What is 2+2?,Basic knowledge or simple fact question.,S,synthetic,12
"summarize article cnn -- authority azerbaijan recently uncovered radical islamic terror plot u.s. embassy capital, baku, prompting facility close door public monday, azerbaijan u.s. official told cnn. bibi heybat mosque, outside capital baku. preca","Authorities uncover a radical Islamic terror plot against the U.S. embassy in Baku .
The United States has reduced its embassy's operations .
Britain also shut its embassy in Baku to the public on Monday .",M,CNN,324
What color is the sky?,Basic knowledge or simple fact question.,S,synthetic,22
How does gravity affect objects differently on Earth and the Moon?,Moderate explanation or descriptive answer required.,M,synthetic,66
dumb flesh third album,"['Kelis', 'Sleepy Man', 'Botanica (band)']",A,HotpotQA,38
beyonce interview magazine asked feminism,"In an interview published by Vogue in April 2013, Beyoncé was asked if she considers herself a feminist, to which she said, ""that word can be very extreme... But I guess I am a modern-day feminist. I do believe in equality"". She would later align herself more publicly with the movement, sampling ""We should all be feminists"", a speech delivered by Nigerian author Chimamanda Ngozi Adichie at a TEDxEuston conference in April 2013, in her song ""Flawless"", released later that year. She has also contr",S,SQuAD,74
"summarize article washington cnn -- top military civilian leader u.s. air force forced thursday handling nuclear weapons, defense department secretary said. air force chief staff gen. michael moseley, left, secretary michael wynne stepped down. chief staff gen","""Leadership has drifted"" regarding nuclear weapons, Defense secretary says .
Resignations come after report criticizing bomber flight, mistaken device shipment .
Report criticizes U.S. Air Force's reactions to incidents .",M,CNN,324
summarize article cnn -- head pakistan ruling coalition announced thursday government move impeach president pervez musharraf. president pervez musharraf took control pakistan military coup 1999. coalition reaffirmed resolve democracy democratic force work,"Pakistan's government confirms move to impeach President Pervez Musharraf .
Musharraf may still move to dissolve parliament and dismiss the PM .
PM Yousaf Raza Gilani will replace  Musharraf at the Olympic opening ceremony .
Musharraf seized power in a 1999 military coup .",M,CNN,324
"summarize article cnn -- alabama man whose wife died honeymoon scuba diving trip coast australia almost five year ago charged death. tina watson, background right, lie motionless drowned 2003 diving great barrier reef. australian coroner ruled fr","Gabe Watson has been charged with 2003 death of his wife during honeymoon .
Tina Watson died while scuba diving in Australia's Great Barrier Reef .
Coroner unable to conclude that Watson's death was accidental .",M,CNN,324
What is the largest planet?,Basic knowledge or simple fact question.,S,synthetic,27
"summarize article atlanta, georgia cnn -- two men claimed found carcass bigfoot surfaced say hey, joke. matt whitton fired job police officer role hoax. not everyone laughing. exclusive interview cnn affiliate","Two men surface to say Bigfoot hoax was just a joke .
Men say their idea of ""having fun"" turned into something bigger than expected .
Attorney for men says incident ""got out of hand""",M,CNN,324
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
Evaluate the effectiveness of international policies in reducing carbon emissions.,"Complex, analytical or critical reasoning required.",A,synthetic,82
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
Evaluate the effectiveness of international policies in reducing carbon emissions.,"Complex, analytical or critical reasoning required.",A,synthetic,82
"summarize article yusufiya, iraq cnn -- female suicide bombers, often slip security checkpoint untouched cultural norms, taking deadly toll ever across iraq. female suicide bomber struck northeast baghdad sunday, killing 16. u.s. army created solution wi","Halfway through 2008, the number of female suicide bombers is 20 .
""Daughters of Iraq"" trains Iraqi women to find female suicide bombers .
Women will work two or three days a month, making up to $300 .",M,CNN,324
lead single album song,"Beyoncé's second solo album B'Day was released on September 5, 2006, in the US, to coincide with her twenty-fifth birthday. It sold 541,000 copies in its first week and debuted atop the Billboard 200, becoming Beyoncé's second consecutive number-one album in the United States. The album's lead single ""Déjà Vu"", featuring Jay Z, reached the top five on the Billboard Hot 100 chart. The second international single ""Irreplaceable"" was a commercial success worldwide, reaching number one in Australia,",S,SQuAD,46
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
jordan mintz whictleblowing publicized,"['Enron scandal', 'Jordan Mintz', 'Jordan Lead Codices']",A,HotpotQA,48
What are the main causes of World War I?,Moderate explanation or descriptive answer required.,M,synthetic,40
beyonce hold record many win one night female,"Beyoncé has won 20 Grammy Awards, both as a solo artist and member of Destiny's Child, making her the second most honored female artist by the Grammys, behind Alison Krauss and the most nominated woman in Grammy Award history with 52 nominations. ""Single Ladies (Put a Ring on It)"" won Song of the Year in 2010 while ""Say My Name"" and ""Crazy in Love"" had previously won Best R&B Song. Dangerously in Love, B'Day and I Am... Sasha Fierce have all won Best Contemporary R&B Album. Beyoncé set the recor",S,SQuAD,68
year time rate beyonce 100 influential people world,"A self-described ""modern-day feminist"", Beyoncé creates songs that are often characterized by themes of love, relationships, and monogamy, as well as female sexuality and empowerment. On stage, her dynamic, highly choreographed performances have led to critics hailing her as one of the best entertainers in contemporary popular music. Throughout a career spanning 19 years, she has sold over 118 million records as a solo artist, and a further 60 million with Destiny's Child, making her one of the ",S,SQuAD,85
"two musicians, peter garrett ryo kawakita, diverse job experience","['The Last Stand (1984 film)', 'Ryo Kawakita', 'World Kindness Day']",A,HotpotQA,101
What is the opposite of hot?,Basic knowledge or simple fact question.,S,synthetic,28
anti-semetism 21st century resurgence hosted journalist writer anchor show,"['Four Cs of 21st century learning', 'Socialism of the 21st century', '21st century in fiction']",A,HotpotQA,118
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
following document issue lgbt community pride divide big melt,"['Equality Michigan', '.lgbt', 'Pride Divide']",A,HotpotQA,96
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
Explain how photosynthesis works in plants.,Moderate explanation or descriptive answer required.,M,synthetic,43
How does gravity affect objects differently on Earth and the Moon?,Moderate explanation or descriptive answer required.,M,synthetic,66
"2016, band released albums, last shadow puppet classic crime","['My Mistakes Were Made for You', 'The Dream Synopsis', 'Aviation (song)']",A,HotpotQA,90
"summarize article jacksonville, florida cnn -- four people killed several injured explosion wednesday chemical plant sent thick plume smoke section jacksonville, authority said. thick plume smoke rise wednesday chemical plant jacksonville, florida. literally,","NEW: Fire Department spokesman: 14 have been taken to area hospitals .
Firefighters still fighting hot spots Wednesday afternoon, official says .
""It's a hellish inferno,"" he tells reporters .",M,CNN,324
"summarize article cnn -- actress gina gershon demanding retraction vanity fair magazine reported high-end hollywood dinner-party gossip former president clinton seen visiting california. actress gina gershon extremely offended vanity fair article, lawyer","Gina Gershon accuses Vanity Fair reporter of ""irresponsible journalism,"" lying .
Magazine stands by article and refuses to run a correction .
Former president called reporter ""a scumbag"" but later apologized .",M,CNN,324
pop songwriter year award 2001 awarded,"In 2001, she became the first African-American woman and second woman songwriter to win the Pop Songwriter of the Year award at the American Society of Composers, Authors, and Publishers Pop Music Awards. Beyoncé was the third woman to have writing credits on three number one songs (""Irreplaceable"", ""Grillz"" and ""Check on It"") in the same year, after Carole King in 1971 and Mariah Carey in 1991. She is tied with American songwriter Diane Warren at third with nine songwriting credits on number-on",S,SQuAD,61
What are the main causes of World War I?,Moderate explanation or descriptive answer required.,M,synthetic,40
"beyoncé first acting job, 2006","Following the disbandment of Destiny's Child in June 2005, she released her second solo album, B'Day (2006), which contained hits ""Déjà Vu"", ""Irreplaceable"", and ""Beautiful Liar"". Beyoncé also ventured into acting, with a Golden Globe-nominated performance in Dreamgirls (2006), and starring roles in The Pink Panther (2006) and Obsessed (2009). Her marriage to rapper Jay Z and portrayal of Etta James in Cadillac Records (2008) influenced her third album, I Am... Sasha Fierce (2008), which saw the",S,SQuAD,45
year winner 2016 marrakesh eprix born,"['Anu Namshir', 'Walter Payton NFL Man of the Year Award', 'Carole Dieschbourg']",A,HotpotQA,58
"summarize article atlanta, georgia cnn -- prefer darkness calm early morning target vulnerable, still sleeping influence. make sure prey -- suspected killer violent fugitive -- know against. u.s. marshal supervisory inspector j","U.S. Marshals Southeast task force tracks 10-15 suspected killers a day .
Some are high-profile cases, but most are searches that go under media radar .
Commander: ""Our mandate is to track ... murderers, armed robbers, rapists""
Office captured 3,000 suspects last year; only once were shots fired, chief says .",M,CNN,324
Examine the philosophical implications of quantum mechanics on free will.,"Complex, analytical or critical reasoning required.",A,synthetic,73
beyoncé tell february 2010 sasha fierce no longer needed,"Described as being ""sexy, seductive and provocative"" when performing on stage, Beyoncé has said that she originally created the alter ego ""Sasha Fierce"" to keep that stage persona separate from who she really is. She described Sasha as being ""too aggressive, too strong, too sassy [and] too sexy"", stating, ""I'm not like her in real life at all."" Sasha was conceived during the making of ""Crazy in Love"", and Beyoncé introduced her with the release of her 2008 album I Am... Sasha Fierce. In February",S,SQuAD,77
"summarize article london, england cnn -- princess diana relationship two muslim men provoked outburst mother, called daughter whore , paul burrell, princess former butler, told inquest monday. diana referred former butler paul burrell rock. burrell,","Paul Burrell, Princess Diana's former butler, gives evidence at inquest .
Describes phone call in which Diana's mother called her daughter""a whore""
Burrell says Queen Elizabeth's husband was not involved in Diana's death .
Also claims that Diana told him: ""I need marriage like a bad rash""",M,CNN,324
"summarize article cnn -- marine husband slain fort bragg soldier charged murder monday another marine charged aiding crime, local police chief said. fayetteville, north carolina, police released undated photo 2nd lt. holley wimunc. authority searching","NEW: Soldier's husband, Cpl. John Wimunc, charged with murder .
Marine Lance Cpl. Kyle Alden charged with arson in connection with the crime .
Authorities have been searching for 2nd Lt. Holley Wimunc since July 10 .",M,CNN,324
Critically assess the role of social media in shaping political polarization.,"Complex, analytical or critical reasoning required.",A,synthetic,77
What is 2+2?,Basic knowledge or simple fact question.,S,synthetic,12
Discuss how artificial intelligence may reshape global employment in the next decade.,"Complex, analytical or critical reasoning required.",A,synthetic,85
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
"1995, decided manage girl singing group","At age eight, Beyoncé and childhood friend Kelly Rowland met LaTavia Roberson while in an audition for an all-girl entertainment group. They were placed into a group with three other girls as Girl's Tyme, and rapped and danced on the talent show circuit in Houston. After seeing the group, R&B producer Arne Frager brought them to his Northern California studio and placed them in Star Search, the largest talent show on national TV at the time. Girl's Tyme failed to win, and Beyoncé later said the ",S,SQuAD,55
many book housed theodore hesburgh library,"Since the construction of its oldest buildings, the university's physical plant has grown substantially. Over the years 29 residence halls have been built to accommodate students and each has been constructed with its own chapel. Many academic building were added together with a system of libraries, the most prominent of which is the Theodore Hesburgh Library, built in 1963 and today containing almost 4 million books. Since 2004, several buildings have been added, including the DeBartolo Perform",S,SQuAD,59
following best known publicly championing terminal patient right die via physician-assisted suicide christy canyon jack kevorkian,"['Maurice Généreux', 'Vacco v. Quill', 'Jack Kevorkian']",A,HotpotQA,161
Who wrote Hamlet?,Basic knowledge or simple fact question.,S,synthetic,17
What is water made of?,Basic knowledge or simple fact question.,S,synthetic,22
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
"summarize article cnn -- president sudan chad signed non-aggression agreement late thursday, aiming halt cross-border hostility two african nations. chad president idriss deby, right, sudan president omar al-beshir, left, shake hand signing pact. signing came afte","Sudan, Chad presidents sign agreement aiming to halt cross-border hostilities .
Signing came after nearly two days of talks between presidents of Sudan and Chad .
Each accuses other of supporting rebels that attempt to destabilize the government .
Just hours before agreement, Chad claimed rebels from Sudan had crossed border .",M,CNN,324
What color is the sky?,Basic knowledge or simple fact question.,S,synthetic,22
album danish-born montenegrin singer born 1971 release late spring 2008,"['Stevan Faddy', 'Kosači', 'Boban (album)']",A,HotpotQA,89
beyoncé sign letter 2015,"In 2015 Beyoncé signed an open letter which the ONE Campaign had been collecting signatures for; the letter was addressed to Angela Merkel and Nkosazana Dlamini-Zuma, urging them to focus on women as they serve as the head of the G7 in Germany and the AU in South Africa respectively, which will start to set the priorities in development funding before a main UN summit in September 2015 that will establish new development goals for the generation.",S,SQuAD,42
"television show katie cassidy play fictional character, ruby","['Ruby Buckton', 'Supernatural (season 3)', 'Katie Cassidy']",A,HotpotQA,79
conference notre dame fencing team take part,"Notre Dame teams are known as the Fighting Irish. They compete as a member of the National Collegiate Athletic Association (NCAA) Division I, primarily competing in the Atlantic Coast Conference (ACC) for all sports since the 2013–14 school year. The Fighting Irish previously competed in the Horizon League from 1982-83 to 1985-86, and again from 1987-88 to 1994-95, and then in the Big East Conference through 2012–13. Men's sports include baseball, basketball, crew, cross country, fencing, footba",S,SQuAD,66
Explain how seasons change with Earth's tilt.,Moderate explanation or descriptive answer required.,M,synthetic,45
How does the water cycle contribute to life on Earth?,Moderate explanation or descriptive answer required.,M,synthetic,53
How does gravity affect objects differently on Earth and the Moon?,Moderate explanation or descriptive answer required.,M,synthetic,66
How many days in a week?,Basic knowledge or simple fact question.,S,synthetic,24
"1988 american comedy film, great outdoors, starred four-time academy award nominee, received star hollywood walk fame year","['Shane Stanley', 'Robert Cummings', 'Beau Bridges']",A,HotpotQA,157
Why do we see different phases of the moon?,Moderate explanation or descriptive answer required.,M,synthetic,43
How does gravity affect objects differently on Earth and the Moon?,Moderate explanation or descriptive answer required.,M,synthetic,66
What is the opposite of hot?,Basic knowledge or simple fact question.,S,synthetic,28
